Time (ms),Sensed Force (N),Desired Position (mm),Actual Position (mm)
0,0.1789,6.6,6.6
1,0.2203,6.6,6.6
2,0.2759,6.6,6.6
3,0.2899,6.6,6.6
4,0.3062,6.6,6.6
5,0.2861,6.6,6.6
6,0.2490,6.6,6.6
7,0.1896,6.6,6.6
8,0.2649,6.6,6.6
9,0.2647,6.6,6.6
10,0.2275,6.6,6.6
11,0.2354,6.6,6.6
12,0.2909,6.6,6.6
13,0.3326,6.6,6.6
14,0.3273,6.6,6.6
15,0.3203,6.6,6.6
16,0.2746,6.6,6.6
17,0.2334,6.6,6.6
18,0.2362,6.6,6.6
19,0.1783,6.6,6.6
20,0.1805,6.6,6.6
21,0.2409,6.6,6.6
22,0.3415,6.6,6.6
23,0.3303,6.6,6.6
24,0.2166,6.6,6.6
25,0.1552,6.6,6.6
26,0.1411,6.6,6.6
27,0.2174,6.6,6.6
28,0.3032,6.6,6.7
29,0.3713,6.6,6.7
30,0.3818,6.6,6.6
31,0.3663,6.6,6.7
32,0.3128,6.6,6.7
33,0.3040,6.6,6.6
34,0.2406,6.6,6.6
35,0.2737,6.6,6.6
36,0.2737,6.6,6.6
37,0.3345,6.6,6.6
38,0.3337,6.6,6.7
39,0.3487,6.6,6.7
40,0.3094,6.6,6.7
41,0.2390,6.6,6.6
42,0.2262,6.6,6.7
43,0.2108,6.6,6.6
44,0.2325,6.6,6.7
45,0.2320,6.6,6.7
46,0.2766,6.6,6.6
47,0.2196,6.6,6.7
48,0.1379,6.6,6.6
49,0.0417,6.6,6.7
50,-0.0890,6.6,6.6
51,-0.1064,6.6,6.6
52,-0.1274,6.6,6.6
53,-0.1984,6.6,6.6
54,-0.2527,6.6,6.6
55,-0.2867,6.6,6.6
56,-0.2860,6.6,6.6
57,-0.2994,6.6,6.6
58,-0.3888,6.6,6.6
59,-0.4702,6.6,6.6
60,-0.4394,6.6,6.6
61,-0.3602,6.6,6.6
62,-0.2583,6.6,6.6
63,-0.2143,6.6,6.6
64,-0.2668,6.6,6.6
65,-0.3174,6.6,6.6
66,-0.3267,6.6,6.6
67,-0.3380,6.6,6.6
68,-0.3515,6.6,6.6
69,-0.3910,6.6,6.6
70,-0.3854,6.6,6.6
71,-0.3961,6.6,6.6
72,-0.4652,6.6,6.6
73,-0.5196,6.6,6.6
74,-0.4837,6.6,6.6
75,-0.4966,6.6,6.6
76,-0.4832,6.6,6.6
77,-0.5387,6.6,6.6
78,-0.5762,6.6,6.6
79,-0.6188,6.6,6.6
80,-0.6600,6.6,6.6
81,-0.6694,6.6,6.6
82,-0.6957,6.6,6.6
83,-0.6367,6.6,6.6
84,-0.7014,6.6,6.6
85,-0.7006,6.6,6.6
86,-0.6993,6.6,6.6
87,-0.6894,6.6,6.6
88,-0.6840,6.6,6.6
89,-0.6181,6.6,6.6
90,-0.6208,6.6,6.6
91,-0.5983,6.6,6.6
92,-0.5968,6.6,6.6
93,-0.6408,6.6,6.6
94,-0.6432,6.6,6.6
95,-0.5788,6.6,6.6
96,-0.5674,6.6,6.6
97,-0.5887,6.6,6.6
98,-0.6467,6.6,6.6
99,-0.7256,6.6,6.6
100,-0.7856,6.5,6.6
101,-0.7623,6.5,6.6
102,-0.7719,6.5,6.6
103,-0.7427,6.5,6.6
104,-0.7963,6.5,6.6
105,-0.8636,6.5,6.6
106,-0.8450,6.5,6.6
107,-0.8352,6.5,6.6
108,-0.8528,6.5,6.6
109,-0.8736,6.5,6.6
110,-0.8433,6.5,6.6
111,-0.8196,6.5,6.5
112,-0.8015,6.5,6.5
113,-0.7838,6.5,6.5
114,-0.7861,6.5,6.5
115,-0.8111,6.5,6.5
116,-0.8151,6.5,6.5
117,-0.8232,6.5,6.5
118,-0.8391,6.5,6.5
119,-0.8543,6.5,6.5
120,-0.8751,6.5,6.5
121,-0.8982,6.5,6.5
122,-0.9286,6.5,6.5
123,-0.9852,6.5,6.5
124,-1.1048,6.5,6.5
125,-1.1508,6.5,6.5
126,-1.1321,6.5,6.5
127,-1.1838,6.5,6.5
128,-1.2042,6.4,6.5
129,-1.2006,6.4,6.5
130,-1.2510,6.4,6.5
131,-1.2448,6.4,6.4
132,-1.2088,6.4,6.4
133,-1.2229,6.4,6.4
134,-1.2029,6.4,6.4
135,-1.1931,6.4,6.4
136,-1.1787,6.4,6.4
137,-1.1543,6.4,6.4
138,-1.2552,6.4,6.4
139,-1.2980,6.4,6.4
140,-1.3733,6.4,6.4
141,-1.3672,6.4,6.4
142,-1.3682,6.4,6.4
143,-1.3874,6.4,6.4
144,-1.4318,6.4,6.4
145,-1.4303,6.4,6.4
146,-1.4533,6.3,6.4
147,-1.4652,6.3,6.4
148,-1.4597,6.3,6.3
149,-1.4367,6.3,6.3
150,-1.5165,6.3,6.3
151,-1.5433,6.3,6.3
152,-1.5625,6.3,6.3
153,-1.6192,6.3,6.3
154,-1.5311,6.3,6.3
155,-1.5348,6.3,6.3
156,-1.5446,6.3,6.3
157,-1.5463,6.3,6.3
158,-1.5399,6.3,6.3
159,-1.5391,6.2,6.3
160,-1.5945,6.2,6.3
161,-1.5854,6.2,6.3
162,-1.6039,6.2,6.3
163,-1.5371,6.2,6.3
164,-1.5031,6.2,6.3
165,-1.4799,6.2,6.2
166,-1.5341,6.2,6.2
167,-1.5500,6.2,6.2
168,-1.5798,6.2,6.2
169,-1.5860,6.2,6.2
170,-1.6386,6.2,6.2
171,-1.6763,6.1,6.2
172,-1.6676,6.1,6.2
173,-1.7108,6.1,6.2
174,-1.7246,6.1,6.2
175,-1.7377,6.1,6.1
176,-1.7500,6.1,6.1
177,-1.7873,6.1,6.1
178,-1.7707,6.1,6.1
179,-1.7976,6.1,6.1
180,-1.7865,6.0,6.1
181,-1.7750,6.0,6.1
182,-1.7157,6.0,6.1
183,-1.7268,6.0,6.1
184,-1.7525,6.0,6.1
185,-1.8127,6.0,6.1
186,-1.8672,6.0,6.1
187,-1.8527,6.0,6.0
188,-1.8388,6.0,6.0
189,-1.8492,5.9,6.0
190,-1.9410,5.9,6.0
191,-1.9763,5.9,6.0
192,-2.1018,5.9,6.0
193,-2.0590,5.9,6.0
194,-2.0299,5.9,6.0
195,-2.0332,5.9,6.0
196,-2.0494,5.9,6.0
197,-2.0767,5.8,5.9
198,-2.0763,5.8,5.9
199,-2.0589,5.8,5.9
200,-2.0539,5.8,5.9
201,-2.1503,5.8,5.9
202,-2.2085,5.8,5.9
203,-2.2180,5.8,5.9
204,-2.1635,5.7,5.8
205,-2.1380,5.7,5.8
206,-2.0973,5.7,5.8
207,-2.1564,5.7,5.8
208,-2.2190,5.7,5.8
209,-2.2619,5.7,5.8
210,-2.2315,5.7,5.8
211,-2.2540,5.6,5.8
212,-2.2674,5.6,5.7
213,-2.2708,5.6,5.7
214,-2.2972,5.6,5.7
215,-2.3545,5.6,5.7
216,-2.3919,5.6,5.7
217,-2.4200,5.6,5.7
218,-2.4380,5.5,5.7
219,-2.4661,5.5,5.6
220,-2.4491,5.5,5.6
221,-2.4940,5.5,5.6
222,-2.5266,5.5,5.6
223,-2.5488,5.4,5.6
224,-2.5925,5.4,5.6
225,-2.5844,5.4,5.6
226,-2.5505,5.4,5.5
227,-2.5516,5.4,5.5
228,-2.5824,5.4,5.5
229,-2.6159,5.3,5.5
230,-2.6386,5.3,5.5
231,-2.7324,5.3,5.4
232,-2.6960,5.3,5.4
233,-2.6873,5.3,5.4
234,-2.6478,5.2,5.4
235,-2.6691,5.2,5.4
236,-2.6808,5.2,5.4
237,-2.6851,5.2,5.4
238,-2.6849,5.2,5.3
239,-2.7139,5.1,5.3
240,-2.7372,5.1,5.3
241,-2.7803,5.1,5.3
242,-2.8108,5.1,5.3
243,-2.7370,5.1,5.2
244,-2.7561,5.0,5.2
245,-2.8029,5.0,5.2
246,-2.8526,5.0,5.2
247,-2.8798,5.0,5.2
248,-2.8607,5.0,5.2
249,-2.8254,4.9,5.1
250,-2.8363,4.9,5.1
251,-2.8956,4.9,5.1
252,-2.8866,4.9,5.1
253,-2.8654,4.8,5.1
254,-2.8466,4.8,5.0
255,-2.8041,4.8,5.0
256,-2.8036,4.8,5.0
257,-2.8441,4.8,5.0
258,-2.9499,4.7,5.0
259,-2.9412,4.7,4.9
260,-2.9019,4.7,4.9
261,-2.7583,4.7,4.9
262,-2.6900,4.6,4.9
263,-2.6998,4.6,4.9
264,-2.7890,4.6,4.8
265,-2.8875,4.6,4.8
266,-2.8445,4.5,4.8
267,-2.7612,4.5,4.8
268,-2.6918,4.5,4.8
269,-2.6947,4.5,4.7
270,-2.7076,4.4,4.7
271,-2.7413,4.4,4.7
272,-2.7517,4.4,4.7
273,-2.7273,4.4,4.6
274,-2.7388,4.3,4.6
275,-2.8586,4.3,4.6
276,-2.9533,4.3,4.6
277,-2.9755,4.3,4.5
278,-2.9643,4.2,4.5
279,-2.8091,4.2,4.5
280,-2.7810,4.2,4.5
281,-2.8546,4.1,4.5
282,-2.9711,4.1,4.4
283,-2.9749,4.1,4.4
284,-2.8831,4.1,4.4
285,-2.8098,4.0,4.3
286,-2.8695,4.0,4.3
287,-2.9354,4.0,4.3
288,-2.9347,3.9,4.3
289,-2.8748,3.9,4.2
290,-2.8354,3.9,4.2
291,-2.9151,3.9,4.2
292,-3.0090,3.8,4.2
293,-3.0988,3.8,4.1
294,-3.1294,3.8,4.1
295,-3.1243,3.7,4.1
296,-3.1792,3.7,4.0
297,-3.2868,3.7,4.0
298,-3.3053,3.7,4.0
299,-3.1863,3.6,4.0
300,-3.1649,3.6,3.9
301,-3.2083,3.6,3.9
302,-3.3603,3.5,3.9
303,-3.3546,3.5,3.8
304,-3.2671,3.5,3.8
305,-3.1819,3.4,3.8
306,-3.1948,3.4,3.7
307,-3.3170,3.4,3.7
308,-3.3423,3.3,3.7
309,-3.2276,3.3,3.7
310,-3.0816,3.3,3.6
311,-3.1574,3.2,3.6
312,-3.3031,3.2,3.6
313,-3.4526,3.2,3.5
314,-3.4966,3.1,3.5
315,-3.4350,3.1,3.5
316,-3.4206,3.1,3.5
317,-3.4059,3.0,3.4
318,-3.3898,3.0,3.4
319,-3.2664,3.0,3.4
320,-3.2323,2.9,3.3
321,-3.3252,2.9,3.3
322,-3.4966,2.9,3.3
323,-3.5681,2.8,3.2
324,-3.5768,2.8,3.2
325,-3.5837,2.8,3.2
326,-3.5061,2.7,3.1
327,-3.4018,2.7,3.1
328,-3.3220,2.7,3.1
329,-3.2815,2.6,3.0
330,-3.3483,2.6,3.0
331,-3.4570,2.6,3.0
332,-3.5491,2.5,2.9
333,-3.5089,2.5,2.9
334,-3.2580,2.4,2.9
335,-3.0194,2.4,2.8
336,-2.9926,2.4,2.8
337,-3.0921,2.3,2.8
338,-3.3447,2.3,2.7
339,-3.4553,2.3,2.7
340,-3.4770,2.2,2.7
341,-3.4253,2.2,2.6
342,-3.3749,2.1,2.6
343,-3.2524,2.1,2.6
344,-3.1179,2.1,2.5
345,-3.0778,2.0,2.5
346,-3.1867,2.0,2.4
347,-3.4101,2.0,2.4
348,-3.4914,1.9,2.4
349,-3.4483,1.9,2.3
350,-3.2776,1.8,2.3
351,-3.1469,1.8,2.2
352,-3.1776,1.8,2.2
353,-3.2452,1.7,2.2
354,-3.3380,1.7,2.1
355,-3.3395,1.6,2.1
356,-3.3041,1.6,2.1
357,-3.2696,1.6,2.0
358,-3.2883,1.5,2.0
359,-3.3303,1.5,1.9
360,-3.3282,1.4,1.9
361,-3.3165,1.4,1.9
362,-3.3511,1.4,1.8
363,-3.3866,1.3,1.8
364,-3.4268,1.3,1.7
365,-3.4460,1.2,1.7
366,-3.3933,1.2,1.6
367,-3.3707,1.1,1.6
368,-3.3985,1.1,1.6
369,-3.4204,1.1,1.5
370,-3.4545,1.0,1.5
371,-3.4782,1.0,1.4
372,-3.5097,0.9,1.4
373,-3.5712,0.9,1.4
374,-3.4662,0.8,1.3
375,-3.3356,0.8,1.3
376,-3.2446,0.8,1.2
377,-3.2117,0.7,1.2
378,-3.3698,0.7,1.1
379,-3.4904,0.6,1.1
380,-3.5553,0.6,1.1
381,-3.5736,0.5,1.0
382,-3.5194,0.5,1.0
383,-3.4542,0.4,0.9
384,-3.4207,0.4,0.9
385,-3.3744,0.4,0.8
386,-3.3396,0.3,0.8
387,-3.4213,0.3,0.8
388,-3.5066,0.2,0.7
389,-3.5260,0.2,0.7
390,-3.5823,0.1,0.6
391,-3.6401,0.1,0.6
392,-3.5531,0.0,0.6
393,-3.4284,0.0,0.5
394,-3.3939,-0.1,0.5
395,-3.4137,-0.1,0.4
396,-3.4816,-0.1,0.4
397,-3.5789,-0.2,0.3
398,-3.5767,-0.2,0.3
399,-3.5593,-0.3,0.2
400,-3.4524,-0.3,0.2
401,-3.4515,-0.4,0.1
402,-3.2435,-0.4,0.1
403,-2.9237,-0.5,0.1
404,-2.3682,-0.5,0.0
405,-1.4134,-0.6,0.0
406,-0.6150,-0.6,0.0
407,-0.0779,-0.7,-0.1
408,0.6167,-0.7,-0.1
409,1.3103,-0.8,-0.1
410,1.6600,-0.8,-0.2
411,2.0606,-0.9,-0.2
412,2.5915,-0.9,-0.2
413,3.1181,-0.9,-0.2
414,3.5970,-1.0,-0.2
415,3.9594,-1.0,-0.3
416,4.2496,-1.1,-0.3
417,4.5006,-1.1,-0.3
418,4.7463,-1.2,-0.3
419,5.0079,-1.2,-0.4
420,5.3530,-1.3,-0.4
421,5.5980,-1.3,-0.4
422,5.8986,-1.3,-0.4
423,6.1822,-1.4,-0.5
424,6.4791,-1.4,-0.5
425,6.7854,-1.4,-0.5
426,7.3083,-1.5,-0.5
427,7.4868,-1.5,-0.6
428,7.7813,-1.6,-0.6
429,8.1322,-1.6,-0.6
430,8.4437,-1.6,-0.6
431,8.6088,-1.7,-0.7
432,8.8554,-1.7,-0.7
433,9.1073,-1.7,-0.7
434,9.4901,-1.8,-0.7
435,9.8917,-1.8,-0.8
436,10.2719,-1.8,-0.8
437,10.6674,-1.8,-0.8
438,11.1605,-1.9,-0.8
439,11.5863,-1.9,-0.8
440,12.1301,-1.9,-0.9
441,12.4974,-1.9,-0.9
442,12.9564,-2.0,-0.9
443,13.4532,-2.0,-0.9
444,13.8774,-2.0,-0.9
445,14.2453,-2.0,-1.0
446,14.6464,-2.0,-1.0
447,15.0110,-2.0,-1.0
448,15.3705,-2.1,-1.0
449,15.7171,-2.1,-1.1
450,16.0078,-2.1,-1.1
451,16.1797,-2.1,-1.1
452,16.4229,-2.1,-1.1
453,16.7514,-2.1,-1.2
454,17.0486,-2.1,-1.2
455,17.2874,-2.1,-1.2
456,17.5448,-2.1,-1.2
457,17.7823,-2.1,-1.2
458,17.9811,-2.1,-1.2
459,18.2751,-2.1,-1.3
460,18.4914,-2.1,-1.3
461,18.6694,-2.1,-1.3
462,18.9187,-2.1,-1.3
463,19.0593,-2.1,-1.3
464,19.2113,-2.1,-1.3
465,19.3683,-2.0,-1.3
466,19.3795,-2.0,-1.3
467,19.3614,-2.0,-1.4
468,19.3329,-2.0,-1.3
469,19.3062,-2.0,-1.4
470,19.2470,-1.9,-1.4
471,19.1165,-1.9,-1.4
472,18.9136,-1.9,-1.4
473,18.7440,-1.9,-1.4
474,18.6153,-1.8,-1.4
475,18.5901,-1.8,-1.4
476,18.5946,-1.8,-1.4
477,18.5399,-1.7,-1.4
478,18.4527,-1.7,-1.4
479,18.3884,-1.7,-1.4
480,18.3260,-1.6,-1.3
481,18.2165,-1.6,-1.3
482,18.1024,-1.5,-1.3
483,17.9358,-1.5,-1.3
484,17.7874,-1.4,-1.3
485,17.6549,-1.4,-1.3
486,17.5217,-1.3,-1.3
487,17.3680,-1.3,-1.3
488,17.0143,-1.2,-1.3
489,16.7565,-1.2,-1.3
490,16.4334,-1.1,-1.3
491,16.1014,-1.1,-1.2
492,15.8016,-1.0,-1.2
493,15.4764,-1.0,-1.2
494,14.9903,-0.9,-1.2
495,14.6457,-0.8,-1.2
496,14.3223,-0.8,-1.2
497,13.8771,-0.7,-1.1
498,13.5269,-0.6,-1.1
499,13.3029,-0.6,-1.1
500,12.9464,-0.5,-1.1
501,12.6695,-0.4,-1.1
502,12.3692,-0.4,-1.0
503,12.0224,-0.3,-1.0
504,11.6228,-0.2,-1.0
505,11.2503,-0.2,-1.0
506,10.8167,-0.1,-0.9
507,10.3704,0.0,-0.9
508,9.9647,0.1,-0.9
509,9.4984,0.1,-0.8
510,8.9214,0.2,-0.8
511,8.0372,0.3,-0.8
512,7.6616,0.4,-0.8
513,6.8783,0.4,-0.7
514,6.3278,0.5,-0.7
515,5.7467,0.6,-0.7
516,5.1811,0.7,-0.6
517,4.5479,0.7,-0.6
518,3.9798,0.8,-0.6
519,3.2901,0.9,-0.5
520,2.6403,1.0,-0.5
521,2.0121,1.1,-0.5
522,1.3514,1.1,-0.4
523,0.5728,1.2,-0.4
524,-0.2243,1.3,-0.3
525,-0.9776,1.4,-0.3
526,-1.8239,1.4,-0.2
527,-2.4879,1.5,-0.2
528,-3.0334,1.6,-0.1
529,-3.6986,1.7,-0.1
530,-3.8996,1.7,0.0
531,-3.7706,1.8,0.0
532,-3.9340,1.9,0.1
533,-4.4833,2.0,0.1
534,-4.8088,2.0,0.2
535,-5.4203,2.1,0.3
536,-5.3311,2.2,0.3
537,-5.0300,2.2,0.4
538,-5.9894,2.3,0.4
539,-6.0067,2.4,0.5
540,-5.8009,2.4,0.6
541,-5.3944,2.5,0.7
542,-6.0108,2.6,0.7
543,-6.3279,2.6,0.8
544,-6.5629,2.7,0.9
545,-6.4454,2.8,0.9
546,-6.5559,2.8,1.0
547,-6.7990,2.9,1.1
548,-6.5622,2.9,1.2
549,-6.3031,3.0,1.2
550,-5.9032,3.1,1.3
551,-6.0804,3.1,1.4
552,-6.3014,3.2,1.5
553,-6.3381,3.2,1.6
554,-6.0230,3.3,1.7
555,-5.6304,3.3,1.8
556,-5.5960,3.4,1.9
557,-5.6179,3.4,1.9
558,-5.5513,3.5,2.0
559,-5.3099,3.6,2.1
560,-5.0630,3.6,2.2
561,-5.2074,3.7,2.3
562,-5.3224,3.7,2.4
563,-5.4117,3.7,2.5
564,-5.1354,3.8,2.5
565,-4.8380,3.8,2.6
566,-4.7344,3.9,2.7
567,-4.6894,3.9,2.8
568,-4.6789,4.0,2.8
569,-4.6876,4.0,2.9
570,-4.5471,4.1,3.0
571,-4.6755,4.1,3.1
572,-4.6827,4.2,3.1
573,-4.6941,4.2,3.2
574,-4.6234,4.2,3.3
575,-4.4713,4.3,3.3
576,-4.4088,4.3,3.4
577,-4.3214,4.4,3.5
578,-4.3126,4.4,3.5
579,-4.2290,4.4,3.6
580,-4.1731,4.5,3.6
581,-4.1603,4.5,3.7
582,-4.0606,4.5,3.8
583,-3.9492,4.6,3.8
584,-3.8195,4.6,3.9
585,-3.8244,4.7,3.9
586,-3.8566,4.7,4.0
587,-3.9371,4.7,4.0
588,-3.9468,4.8,4.1
589,-3.9607,4.8,4.1
590,-4.0063,4.8,4.1
591,-4.1322,4.9,4.2
592,-4.2047,4.9,4.2
593,-4.2753,4.9,4.3
594,-4.3621,4.9,4.3
595,-4.4748,5.0,4.3
596,-4.5452,5.0,4.3
597,-4.5782,5.0,4.4
598,-4.4214,5.1,4.4
599,-4.4277,5.1,4.5
600,-4.4670,5.1,4.5
601,-4.6072,5.1,4.5
602,-4.6982,5.2,4.5
603,-4.6778,5.2,4.6
604,-4.6413,5.2,4.6
605,-4.6308,5.2,4.6
606,-4.6549,5.3,4.6
607,-4.6486,5.3,4.7
608,-4.5641,5.3,4.7
609,-4.5569,5.3,4.7
610,-4.6836,5.4,4.7
611,-4.9026,5.4,4.8
612,-5.1054,5.4,4.8
613,-5.1234,5.4,4.8
614,-5.1236,5.4,4.8
615,-5.2044,5.5,4.9
616,-5.3100,5.5,4.9
617,-5.4471,5.5,4.9
618,-5.4949,5.5,4.9
619,-5.4686,5.5,5.0
620,-5.5125,5.6,5.0
621,-5.6348,5.6,5.0
622,-5.7670,5.6,5.0
623,-5.7412,5.6,5.1
624,-5.6797,5.6,5.1
625,-5.5567,5.6,5.1
626,-5.4047,5.6,5.1
627,-5.3169,5.7,5.2
628,-5.3146,5.7,5.2
629,-5.2928,5.7,5.2
630,-5.3975,5.7,5.2
631,-5.5216,5.7,5.3
632,-5.4507,5.7,5.3
633,-5.2683,5.7,5.3
634,-5.1146,5.7,5.3
635,-5.0789,5.7,5.4
636,-5.1651,5.7,5.4
637,-5.2107,5.7,5.4
638,-5.2384,5.8,5.4
639,-5.1719,5.8,5.5
640,-5.1168,5.8,5.5
641,-5.1209,5.8,5.5
642,-5.1089,5.8,5.5
643,-5.1126,5.8,5.5
644,-5.1125,5.8,5.5
645,-5.1343,5.8,5.5
646,-5.1555,5.8,5.6
647,-5.2590,5.8,5.6
648,-5.2611,5.8,5.6
649,-5.1911,5.8,5.6
650,-5.1172,5.8,5.6
651,-4.9931,5.8,5.6
652,-5.0113,5.8,5.6
653,-4.9647,5.8,5.6
654,-5.0318,5.8,5.6
655,-4.9976,5.8,5.7
656,-4.8934,5.8,5.7
657,-4.8120,5.8,5.7
658,-4.7351,5.8,5.7
659,-4.6890,5.8,5.7
660,-4.7124,5.8,5.7
661,-4.8030,5.8,5.7
662,-4.8711,5.8,5.7
663,-4.9691,5.8,5.7
664,-4.9894,5.7,5.7
665,-4.9985,5.7,5.7
666,-4.9339,5.7,5.7
667,-4.9316,5.7,5.7
668,-4.9634,5.7,5.7
669,-5.0325,5.7,5.7
670,-5.1850,5.7,5.7
671,-5.2796,5.7,5.7
672,-5.2987,5.7,5.7
673,-5.1935,5.7,5.7
674,-5.0710,5.7,5.7
675,-4.9820,5.7,5.7
676,-5.0015,5.6,5.7
677,-5.0718,5.6,5.7
678,-5.1690,5.6,5.7
679,-5.2012,5.6,5.6
680,-5.1902,5.6,5.6
681,-5.2477,5.6,5.6
682,-5.2724,5.6,5.6
683,-5.3275,5.5,5.6
684,-5.3454,5.5,5.6
685,-5.4063,5.5,5.6
686,-5.4098,5.5,5.6
687,-5.4213,5.5,5.6
688,-5.4718,5.5,5.6
689,-5.5396,5.5,5.6
690,-5.5215,5.4,5.6
691,-5.4594,5.4,5.6
692,-5.4190,5.4,5.6
693,-5.3871,5.4,5.5
694,-5.4194,5.4,5.5
695,-5.4364,5.3,5.5
696,-5.3377,5.3,5.5
697,-5.2793,5.3,5.5
698,-5.1964,5.3,5.5
699,-5.2279,5.3,5.5
700,-5.2958,5.2,5.5
701,-5.3386,5.2,5.5
702,-5.2541,5.2,5.5
703,-5.1221,5.2,5.5
704,-4.9788,5.1,5.4
705,-4.9001,5.1,5.4
706,-4.8591,5.1,5.4
707,-4.9145,5.1,5.4
708,-5.0905,5.0,5.4
709,-5.1453,5.0,5.4
710,-5.1447,5.0,5.4
711,-5.0299,5.0,5.3
712,-4.8272,4.9,5.3
713,-4.7250,4.9,5.3
714,-4.8435,4.9,5.3
715,-5.0246,4.9,5.3
716,-5.1605,4.8,5.3
717,-5.1012,4.8,5.2
718,-4.9542,4.8,5.2
719,-4.8733,4.7,5.2
720,-4.8809,4.7,5.2
721,-4.8533,4.7,5.1
722,-4.8632,4.7,5.1
723,-4.7575,4.6,5.1
724,-4.7465,4.6,5.1
725,-4.7500,4.6,5.0
726,-4.7587,4.5,5.0
727,-4.8600,4.5,5.0
728,-4.8834,4.5,4.9
729,-4.8505,4.4,4.9
730,-4.8338,4.4,4.9
731,-4.8459,4.4,4.9
732,-4.8085,4.3,4.8
733,-4.8226,4.3,4.8
734,-4.9064,4.3,4.8
735,-4.9522,4.2,4.7
736,-4.9622,4.2,4.7
737,-4.9354,4.2,4.7
738,-4.8775,4.1,4.6
739,-4.8506,4.1,4.6
740,-4.8521,4.1,4.6
741,-4.8818,4.0,4.5
742,-4.9042,4.0,4.5
743,-4.8806,4.0,4.5
744,-4.8761,3.9,4.4
745,-4.7897,3.9,4.4
746,-4.6930,3.8,4.4
747,-4.6965,3.8,4.3
748,-4.7719,3.8,4.3
749,-4.8814,3.7,4.3
750,-4.8645,3.7,4.2
751,-4.8242,3.6,4.2
752,-4.7960,3.6,4.1
753,-4.8645,3.6,4.1
754,-4.9345,3.5,4.1
755,-4.9397,3.5,4.0
756,-4.8752,3.4,4.0
757,-4.8613,3.4,4.0
758,-4.9111,3.4,3.9
759,-5.0704,3.3,3.9
760,-5.0760,3.3,3.8
761,-5.0928,3.2,3.8
762,-4.9595,3.2,3.8
763,-5.0062,3.2,3.7
764,-5.0348,3.1,3.7
765,-5.1175,3.1,3.6
766,-5.1368,3.0,3.6
767,-5.0680,3.0,3.5
768,-5.0468,2.9,3.5
769,-5.0960,2.9,3.5
770,-5.1303,2.8,3.4
771,-5.0500,2.8,3.4
772,-4.9961,2.8,3.4
773,-4.9770,2.7,3.3
774,-5.0156,2.7,3.3
775,-5.0652,2.6,3.2
776,-5.1108,2.6,3.2
777,-4.9974,2.5,3.1
778,-4.9613,2.5,3.1
779,-4.8863,2.4,3.1
780,-4.9416,2.4,3.0
781,-4.9313,2.3,3.0
782,-5.0278,2.3,2.9
783,-5.0192,2.2,2.9
784,-5.0682,2.2,2.8
785,-5.0762,2.1,2.8
786,-5.0547,2.1,2.7
787,-5.0913,2.0,2.7
788,-5.0211,2.0,2.6
789,-5.0130,1.9,2.6
790,-5.0365,1.9,2.5
791,-5.1341,1.8,2.5
792,-5.0843,1.8,2.4
793,-4.9549,1.7,2.4
794,-4.9049,1.7,2.3
795,-4.8487,1.6,2.3
796,-4.8707,1.6,2.2
797,-4.8633,1.5,2.2
798,-4.7881,1.5,2.1
799,-4.8552,1.4,2.1
800,-4.8777,1.4,2.1
801,-4.9010,1.3,2.0
802,-4.8422,1.3,1.9
803,-4.7471,1.2,1.9
804,-4.7678,1.2,1.9
805,-4.7514,1.1,1.8
806,-4.6308,1.0,1.8
807,-4.5825,1.0,1.7
808,-4.7001,0.9,1.6
809,-4.7119,0.9,1.6
810,-4.7465,0.8,1.6
811,-4.7153,0.8,1.5
812,-4.5947,0.7,1.4
813,-4.6000,0.7,1.4
814,-4.6991,0.6,1.3
815,-4.7759,0.5,1.3
816,-4.8216,0.5,1.2
817,-4.7874,0.4,1.2
818,-4.7106,0.4,1.1
819,-4.7795,0.3,1.1
820,-4.8214,0.3,1.0
821,-4.9369,0.2,1.0
822,-4.8211,0.1,0.9
823,-4.7814,0.1,0.8
824,-4.7418,0.0,0.8
825,-4.7859,0.0,0.7
826,-4.6860,-0.1,0.7
827,-4.4427,-0.1,0.6
828,-4.4202,-0.2,0.6
829,-4.1845,-0.3,0.5
830,-4.5303,-0.3,0.4
831,-4.6528,-0.4,0.4
832,-4.3838,-0.4,0.3
833,-3.5299,-0.5,0.3
834,-3.6915,-0.6,0.2
835,-3.8525,-0.6,0.2
836,-3.1926,-0.7,0.1
837,-3.3385,-0.8,0.1
838,-3.3944,-0.8,0.0
839,-2.2853,-0.9,0.0
840,-0.4232,-0.9,-0.1
841,0.1274,-1.0,-0.1
842,0.4904,-1.1,-0.1
843,1.5754,-1.1,-0.2
844,2.3048,-1.2,-0.2
845,2.3980,-1.2,-0.2
846,3.1833,-1.3,-0.3
847,3.6850,-1.4,-0.3
848,4.1146,-1.4,-0.3
849,4.6773,-1.5,-0.4
850,5.2933,-1.5,-0.4
851,5.8675,-1.6,-0.4
852,6.1640,-1.6,-0.5
853,6.4681,-1.7,-0.5
854,6.7216,-1.7,-0.6
855,7.0823,-1.8,-0.6
856,7.5354,-1.8,-0.6
857,7.9913,-1.9,-0.7
858,8.3742,-1.9,-0.7
859,8.8122,-2.0,-0.7
860,9.2202,-2.0,-0.7
861,9.6430,-2.1,-0.8
862,10.0491,-2.1,-0.8
863,10.3616,-2.2,-0.8
864,10.6689,-2.2,-0.9
